pair_id,gloss,pkd,branch_attestation_count,attested_branches,lexibank_concept_id,lexibank_concept_name,lexibank_concepticon_gloss,lexibank_tai_kadai_language_count,lexibank_austronesian_language_count,lexibank_sample_forms,low_branch_attestation,low_lexibank_attestation,coverage_gap,unjustified_pkd,unjustified_pan,included_in_permutation_test,attestation_score,attestation_score_reasoning,pan_attestation_score,pan_attestation_score_reasoning,cherry_pick_risk
061_loom_weave,loom; weave,*uʈəːk,5,"PT,PH,POB,PKS,LAK",weave,WEAVE,WEAVE,59,9,Sandong:tam³ | Zhonghe:tam³ | Tangzhou:tam³ | Tingpai:tam³ | Antang:tam³,0,0,0,0,0,1,2,"The widespread 'tam' form attested in Zhuang and northern Tai supports a root *tam~*tɐm for 'weave', not *uʈəːk or *truk. The Thai and Lao forms are not reflexes of either *tam or *truk. The PKD reconstruction is not well supported and appears to be contradicted by the predominant attested form *tam in most languages and divergent roots elsewhere. Score reflects this mismatch.",2,"The western Malayo-Polynesian form in Malagasy supports a reflex of *t[i/ə]nun ('weave'), but among Oceanic languages, there is striking diversity and a lack of any clear continuity with the reconstructed PAN roots *qatip or *t[i/ə]nun. The overwhelming variety in the Oceanic forms, combined with the lack of Formosan evidence, means the PAN roots are only weakly supported in this stratified sample.",1
062_louse,louse,*C-uʈuː,5,"PT,PH,POB,PK,PKS",louse,LOUSE,LOUSE,54,920,Luzhai Sipai:nɐn²³¹ | Luzhai Luzhai:nɐn²³¹ | Xiangzhou Yunjiang:ʝɐu⁵⁴ʔ | Wuxuan Huangmao:nɐn²³¹ | Wuxuan Tongling:nɐn²¹³,0,0,0,0,0,1,2,"Almost all attested forms, especially in Tai, Zhuang, Kam, and Sui, are built on a nɐn/nan or haw/hau shape, with no clear widespread reflexes of *C-uʈuː. A few outlying forms (tu in Buyang/Maonan/Nung) may weakly support the PKD reconstruction, but the majority of daughter forms are entirely incompatible. The proposed Proto-Tai *trawᴬ is also not supported by attested data, which cluster around very different shapes, so attestation is quite poor except for isolated matches.",5,"The reconstructed *kuCu is overwhelmingly supported by regular, closely similar forms across all major Austronesian clades in the stratified sample. Minor innovations and irregular forms do not significantly detract from the robustness of the root, as core reflexes are widespread and consistent in Formosan, Western MP, SHWNG, and Oceanic groups.",1
063_maggot,maggot,*CV-noːl,6,"PT,PH,POB,PK,PKS,LAK",larva,LARVA,LARVA,16,0,Sandong:ʔnun¹ | Zhonghe:ʔnun¹ | Tangzhou:ʔnun¹ | Tingpai:ʔnun¹ | Antang:ʔnun¹,0,0,1,0,0,0,5,"The forms for 'maggot' in all attested varieties are highly consistent, showing a clear and regular *nun shape. This systematically supports the *noːl root in both PKD and PT reconstructions. The only slight deviation is Pandong, but even there the root is similar. The match between reconstruction and data is very strong.",,,0
064_moon,moon,*buɭaːl,6,"PT,PH,POB,PK,PKS,LAK",moon,MOON,MOON,72,956,Sandong:njen² | Zhonghe:njen² | Tangzhou:nin² | Tingpai:nian² | Antang:njen²,0,0,0,0,0,1,2,"The PKD reconstruction *buɭaːl is not well supported by the attested forms, as most Tai forms (dɯən, lə:n) and the Northern/central branches show very different shapes, with only rare retention of the 'bulaːl'-type in some Thai and related forms. The PT form *ɓlɯənA is also not closely matched by attested words. Therefore, systematic support is weak and most forms cluster elsewhere.",5,"The PAN *bulaN is robustly and nearly pan-Austronesian, being clearly reflected with minimal change across Formosan, Western MP, and various Oceanic languages (modulo regular sound changes like b/v, l/r, etc.). The root is also seen in Madagascar. Some outlying clades (SHWNG, various Oceanic) have different or innovated words, and some southern Formosan groups have unrelated forms, but the systematic presence in core Formosan and Western MP brings the score to the maximum.",1
065_mushroom,mushroom,*C-uret,6,"PT,PH,POB,PK,PKS,LAK",mushroom,MUSHROOM,MUSHROOM,41,10,Sandong:ʁa¹ | Zhonghe:ʁa¹ | Tangzhou:ʁa¹ | Tingpai:ʁa¹ | Antang:ʁa¹,0,0,0,0,0,1,5,"The PKD *C-uret is strongly supported: the vast majority of attested Central and Southwestern Tai forms show 'het/hep/hɛt', and the Kam-Sui family has an initial voiced or unvoiced velar/uvular (ʁa, qa, ra), matching *C-uret well. Even Buyang and Kam retain a similar shape. The exceptions are scattered. The systematic correspondences are strong.",2,"There is no clear and regular reflex of any reconstructed PAN term among the attested forms—most Oceanic names are local innovations or compounds. Malagasy hòlatra may loosely relate to *kulaC, but this connection is tenuous and not widespread. The lack of Formosan and Western MP parallels, combined with diverse Oceanic forms, justifies a low score.",1
066_navel,navel,*C[lab]udəː,6,"PT,PH,POB,PK,PKS,LAK",navel,NAVEL,NAVEL,61,92,Sandong:haːi⁴ ʔdwa¹ | Zhonghe:haːi⁴ ʔdwa¹ | Tangzhou:haːi⁴ ʔdo¹ | Tingpai:haːi⁴ ʔdua¹ | Antang:haːi⁴ ʔduə¹,0,0,0,0,0,1,2,"Despite several forms in Buyang, Sui, and some Zhuang/Daic varieties showing a medial -d- or -du- sequence, the overwhelming majority of attested forms across the Tai branch show a compound with sa-/θa- and dɨː/ʉː that does NOT match the PKD *C[lab]udəː root. The Proto-Tai form *ɗwɯː expectedly aligns with the dɨː/ʉː element but not with the initial cluster. Most Kam-Sui and closely related languages also deviate sharply in shape from the PKD proposal, making the reconstruction poorly supported by the modern evidence.",2,"The PAN *puja is poorly supported by the available data. Only Seediq shows a form ('puga') reminiscent of *puja, which lends minimal support from Formosan. The vast bulk of Oceanic forms cluster around one or two different shapes, primarily pito/piko (e.g. Maori, Tongan, Hawaiian) and mbuto/buto forms, which do not match *puja. Likewise, Western Malayo-Polynesian attested forms are very different. Overall, the reconstruction fits almost none of the sampled data outside a single Formosan example.",1
067_nest,nest,*aruːk,5,"PH,POB,PK,PKS,LAK",nest,NEST,NEST,25,10,Central Thai:raŋ.¹ | Thai:raŋ | Southern Tai (Songkhla variety):laŋ.³ | Thai (Korat variety):laŋ.² | Khamuang (Chiang Mai variety):haŋ.²,0,0,0,1,1,0,1,"The vast majority of attested forms have a root with initial r-/l-/h- and rhyme -aŋ or similar (e.g., raŋ, laŋ, haŋ), with alternative Kam-Sui shapes like tan, kuŋ, and even further afield in Buyang and Kelao. Only a few forms show a partial match with the PKD sequence. Overall, the proposed PKD reconstruction is not supported by the surface forms, which cluster around a different root shape.",1,"The reconstruction *Rubu has no visible support among the sampled forms. Oceanic examples show entirely different roots (e.g., pūnana/punuŋa and koohaŋa), none of which even remotely resemble *Rubu. The sole Western MP example is unrelated. The lack of any reflex matching the proposed proto-form gives this reconstruction the lowest score.",1
068_new,new,*C̥-maːl,6,"PT,PH,POB,PK,PKS,LAK",new,NEW,NEW,73,924,Sandong:m̥ai⁵ | Zhonghe:m̥ai⁵ | Tangzhou:m̥əi⁵ | Tingpai:m̥ai⁵ | Antang:m̥ai⁵,0,0,0,0,0,1,4,"The majority of attested Tai and some non-Tai branches reflect initial m̥/m, a front vowel, and, when present, final l/r/n, matching the PKD reconstruction. A handful of outliers, especially in Hlai and Nungic, display alternate roots or divergent reflexes, but the reconstruction is strongly supported across the major branches, though not universally.",5,"The reflexes for 'new' are robustly attested throughout all major Austronesian subgroups. Formosan languages retain initial *b/v/f and a second syllable in -ru/ro/-wau, showing strong agreement with the proposed *baqəRuh. Western MP and SHWNG also show consistent shapes with expected sound changes. Oceanic forms derived from *baqəRuh are well represented, even though a minority of Oceanic and SHWNG reflexes show more divergent forms. The reconstruction is well supported across the entire phylogeny.",0
069_nine,nine,(*s(i)waː),4,"PT,PH,PK,LAK",nine,NINE,NINE,60,492,Sandong:ȶu³ | Zhonghe:ȶu³ | Tangzhou:ȶu³ | Tingpai:ȶu³ | Antang:ȶu³,0,0,0,0,0,1,2,"The PKD reconstruction *s(i)waː is only matched in Buyang, Kelao, and possibly Hlai, and is entirely contradicted by all PT-attested forms, which consistently show k- plus a back vowel (kau/kaw). The mainstream reflex in Tai-Kadai, including Kam-Sui and Tai, contradicts the PKD shape, so the score is low, though not the lowest, since some peripheral non-Tai branches do reflect the PKD root.",5,"The shape *siwa is overwhelmingly conserved across all Austroneisan clades for 'nine'. There is systematic support from Formosan, Western Malayo-Polynesian, SHWNG, and most Oceanic branches, tracing directly to the expected reconstruction. Several irregular or replaced numerals are found in some Formosan and Oceanic outliers, but these are rare and do not undermine the broad, cross-clade attestation. This reconstruction is fully supported.",1
070_nose,nose,*(ŋ)-V[+H]daŋ,6,"PT,PH,POB,PK,PKS,LAK",nose,NOSE,NOSE,73,964,Sandong:ʔnaŋ¹ | Zhonghe:ʔnaŋ¹ | Tangzhou:ʔnaŋ¹ | Tingpai:ʔnaŋ¹ | Antang:ʔnaŋ¹,0,0,0,0,0,1,5,"The majority of attested forms across Tai, Kam-Sui, and Zhuang fit the PKD reflex daŋ or naŋ, supporting the shape *(ŋ)-V[+H]daŋ and PT *ɗaŋ. Divergences in Hlai and Buyang are likely due to independent innovations or prefix alternations, but the overall cross-branch support is strong. Tone and nasal patterns generally align as well.",4,"The PAN *ujuŋ reconstruction is very well supported across Western MP (typical Philippine and Indonesian forms), and is present in Oceanic and to a limited extent in Formosan. South Halmahera-West New Guinea (SHWNG) is variable but includes some reflexes reminiscent of *ujuŋ. The diversity of Formosan forms slightly lowers the score, as expected for a non-core basic lexeme. The overall evidence from widespread daughter languages supports the reconstruction strongly, but Formosan variability prevents a perfect score.",0
071_one,one,(*icəː),5,"PT,PH,PK,PKS,LAK",one,ONE,ONE,73,965,Sandong:ti³ | Zhonghe:ti³ | Tangzhou:ti³ | Tingpai:ti³ | Antang:ti³,0,0,0,0,0,1,2,"The PKD reconstruction (*icəː) has little support in the primary Tai branch, where forms with an initial n- (nɨŋ) are universal, and in many Kam-Sui forms as well. The ti-type forms are frequent in some Zhuang and neighboring languages but lack wide areal and genealogical validity. The divergence from PT *nɯːŋ and lack of consistent cross-branch support warrants a low score.",3,"Reflexes of *isa are abundant and clear in Western MP and present in SHWNG (as 'sa' or in compounds). However, most Formosan languages do not show a shape compatible with *isa, and Oceanic is very mixed with *isa-type forms only barely present. Malagasy diverges (raiky, ray, etc.). Given the core-lexical status of 'one,' this diversity—especially in Formosa and Oceania—necessitates lowering the support score, despite strong Western MP attestations.",1
072_otter,otter,*anaːk,5,"PT,PH,POB,PK,PKS",otter,OTTER,OTTER,16,0,Sandong:ʔbjaːn³ | Zhonghe:ʔbjaːn³ | Tangzhou:ʔmjaːn³ | Tingpai:ʔbian³ | Antang:ʔbien³,0,0,1,1,0,0,1,"The PKD form *anaːk is not reflected in any attested Tai forms, which instead uniformly show something like *bian, *bjian, or similar, typically with a palatal medial and no correspondence for the proposed *aː. The PT form *naːkᴰ is also not matched. Across all listed languages, attested forms cluster tightly around a very different shape, with no plausible connection to the proposed PKD or PT etyma.",,,1
073_outside_go_outside,outside; (go outside),*oːk,3,"PT,POB,PKS",outside,OUTSIDE,OUTSIDE,60,14,Sandong:ʔnuk⁷ | Zhonghe:ʔnuk⁷ | Tangzhou:ʔnuk⁷ | Tingpai:ʔnuk⁷ | Antang:ʔnuk⁷,0,0,0,0,0,1,5,"The vast majority of attested forms, especially in Tai, Kam-Sui, Sui-Maonan, and many Zhuang varieties, neatly match the PKD/Proto-Tai reconstruction *oːk, up to expected changes in vowel height and initial type. The few exceptions appear to be innovations or alternate roots. This widespread and regular support merits a top score.",2,"The sampled forms overwhelmingly display Oceanic and some SHWNG innovation around 'waho/vaho/haho', with Western MP and SHWNG forms diverging further. Only one Formosan example, 'ŋaŋuts', barely resembles the reconstruction, while most reflexes use an unrelated root. Thus, support for PAN *NataD is weak across major branches.",1
074_pangolin,pangolin,*CV-lil,3,"PT,POB,PKS",pangolin,PANGOLIN,PANGOLIN,16,0,Sandong:ȶi³ lɪn⁶ | Zhonghe:ȶi¹ ljən⁶ | Tangzhou:ȶi³ ljən⁶ | Tingpai:ȶɪt⁸ ljan⁶ | Antang:ȶi⁰ ljən⁶,0,0,1,0,0,0,5,"All 16 attested TK forms show a disyllabic structure beginning with a dental affricate syllable followed by a second element whose onset is 'l-' and whose rime closely resembles *lil (i.e., lin, ljen, ljan, ljən). Both the PKD reconstruction (*CV-lil) and PT (*lilᴮ) are highly consistent with these data, indicating strong support.",,,0
075_pick_up_lift_take,pick up; lift; take,*kep,3,"PT,POB,PKS",take,TAKE,TAKE,43,15,Sandong:tai² | Zhonghe:tai² | Tangzhou:təi² | Tingpai:tai² | Antang:tai²,0,0,0,1,0,0,1,"The proposed PKD *kep is not supported by the attested forms, which overwhelmingly show quite different shapes such as *(ʔ)aw/(ʔ)au, (ʔ)tai, or other divergent forms. Only isolated forms (e.g., Thai 'j.i.p') could plausibly reflect *kep, and even these are very marginal. The PT *kepᴰ reconstruction contradicts the main body of data, leading to a low attestation score.",2,"Although Javanese may weakly reflect *saput, almost all major clades show unrelated forms for 'take/pick up'—especially Oceanic, where the Western Polynesian/Polynesian root diverges sharply. No trace of *piliq appears, and overall cross-clade support for the PAN forms is poor.",1
076_pig,pig,*xVmuː,6,"PT,PH,POB,PK,PKS,LAK",pig,PIG,PIG,59,114,Sandong:m̥u⁵ | Zhonghe:m̥u⁵ | Tangzhou:m̥u⁵ | Tingpai:m̥u⁵ | Antang:m̥u⁵,0,0,0,0,0,1,5,"The vast majority of forms in Tai, Kam-Sui, and Buyang show a clear reflex of *mu or *mhu with or without a h- or preaspiration. This perfectly matches both the PKD *xVmuː and the PT *ʰmuː, suggesting strong support for the *xVmuː root. The few outliers (e.g., Lakkia khũ, Hlai pou, and a Kelao form) are isolated and may represent replacements or innovations; they do not undermine the abundant cross-branch support.",3,"The Western MP languages (esp. Indonesian) show clear reflexes of *babuy. Oceanic reflexes are diverse but often show b/p/m and vowel patterns compatible with *babuy (or *bəRək as a secondary/alternate source), with several terms possibly being loanwords or innovative. Lack of Formosan evidence and divergence, especially in Malagasy and SHWNG, limit the score, but the shape is well-attested outside Formosa, especially in Western MP and Oceanic.",0
077_plant,plant,*muɭaː,4,"PT,PH,PK,PKS",plantvegetation,PLANT (VEGETATION),PLANT (VEGETATION),16,7,Central Thai:phɨ:t.³ | Thai:phʉ̂ʉt | Southern Tai (Songkhla variety):phɨ:t.⁴ | Khamuang (Chiang Mai variety):ton.⁵_mai.⁶ | Dehong:ton.³_to.⁶,0,0,0,1,1,0,1,"No attested forms reflect the proposed PKD *muɭaː root; the major branches use unrelated roots (phɨ:t, ton, mai, ko, etc.). The PT form given (*plwɯːkᴰ) is also not supported by the data, and nothing systematically points to anything resembling *muɭaː. The reconstruction is thus unsupported by the available evidence.",1,"No sampled form for 'plant' in Western MP, Oceanic, or Malagasy reflects *mula in any recognizable way. All forms are structurally and lexically distinct. Strongest possible lack of support given this evidence.",1
078_rain,rain,*CV-pu1n,6,"PT,PH,POB,PK,PKS,LAK",rainprecipitation,RAIN (PRECIPITATION),RAIN (PRECIPITATION),64,887,Sandong:fən¹ | Zhonghe:fən¹ | Tangzhou:fən¹ | Tingpai:fən¹ | Antang:fən¹,0,0,0,0,0,1,4,"Attested forms in Tai and Kam-Sui branches overwhelmingly display a reflex with *f/p/h/w- plus -n, consistent with the reconstructed *pu1n or *wɯn. PT *C̥.wɯnᴬ also fits most forms. However, non-Tai-Kam-Sui branches (Buyang, Kelao, La Chí) have divergent forms, and some Tai variants have palatalized or voiced initials. The basic shape is strongly supported overall, though with some innovation and irregularity outside the core branches.",5,"There is very strong attestation for reflexes of both *quzaN/*qudan and to a much lesser extent *salaw across almost every major Austronesian clade: the typical 'udan/uran'-type is pan-Western MP and Formosan, and 'uha/ua' is the main Oceanic reflex. Some SHWNG and Oceanic languages show unrelated innovations, as often for basic vocabulary, but the widespread distribution—including Formosan—provides robust support for the reconstruction.",0
079_rattan,rattan,*(q)uaːy,3,"PT,POB,PKS",rattan,RATTAN,RATTAN,18,3,Luzhai Sipai:kɐu⁵⁴ʔ | Luzhai Luzhai:kɐu⁵⁴ʔ | Xiangzhou Dale:kɐu⁵⁴ʔ | Xiangzhou Yunjiang:kɐu⁵⁴ʔ | Wuxuan Huangmao:kɐu⁵³,0,0,0,0,1,0,2,"The lexical data shows strict uniformity with a k-initial (kɐu~kau), directly contradicting the proposed PKD *(q)uaːy and PT *C̥.waːj. There are no reflexes preserving a *w- or showing a diphthong -aːy. If the comparative set is accurate, the reconstructed shape receives little support from attested forms, justifying a low score.",1,"All sampled forms are highly divergent in shape from the proposed *quay; 'rotan', in particular, points to a different etymon, likely non-Austronesian or a later innovation. No evidence from Formosan or other primary MP branches. The reconstruction is unsupported by the available data.",1
080_raw_a_live,raw; (a)live,*(q)udip,5,"PT,PH,POB,PK,PKS",raw,RAW,RAW,60,10,Sandong:ʔdjup⁷ | Zhonghe:ʔdjup⁷ | Tangzhou:ʔdjup⁷ | Tingpai:ʔdjup⁷ | Antang:ʔdjup⁷,0,0,0,0,1,0,5,"The correspondence of forms with -dip/-djup/-dɪp/-lip in nearly all Tai languages, Zhuang, and even Buyang and several Kam-Sui languages strongly supports the PKD reconstruction *(q)udip. A minority subset of Kam-Sui languages have a divergent form (sɛŋ, śeŋ), which may represent either replacements or a secondary development. The overall distribution and regularity of the 'dip' reflex across branches indicates very strong support.",1,"The proposed PAN *qudip is not reflected in any of the sampled daughter forms. Most Oceanic and Western MP forms show a root like 'mata', 'maka', or similar, not matching *qudip. The Formosan and Malagasy items are also segmentally unrelated. There is no evidence here for *qudip as the ancestor of these 'raw; (a)live' forms.",1
081_road,road,*c-ugu2n,6,"PT,PH,POB,PK,PKS,LAK",road,ROAD,ROAD,43,142,Luzhai Sipai:lo³²ʔ³ | Luzhai Luzhai:lɔ³¹ʔ | Xiangzhou Dale:lɔ²¹ʔ² | Xiangzhou Yunjiang:lɔ²¹ʔ³ | Wuxuan Huangmao:lo³¹,0,0,0,0,0,1,2,"While lo/lɔ forms fitting the PKD *c-ugu2n shape are present in some Zhuang/Nung and Buyang, the broader Tai and Kam-Sui branches overwhelmingly use unrelated forms ('thanon', 'ta:ŋ', 'khun'). The distribution suggests either early borrowing or substrate in Zhuang/Buyang, while the major Tai lines point to a different etymon. There is substantial conflict between the PKD form and the attested forms in major daughter branches.",3,"The Malagasy area strongly supports a reflex of *zalan, showing expected shifts (*z > l) and preservation of both consonants and final -n/-a. Some Polynesian forms like Tongan 'hala' and Hawaiian 'alanui' may descend from *zalan or a related form, after regular sound changes, but most Oceanic forms look unrelated. The evidence in Western MP is strong, but the root is not widespread in Oceanic. This supports a mid-level score.",1
082_scale_skin,scale; skin,*kalec,3,"PT,POB,PKS",skin,SKIN,SKIN,73,935,Sandong:pi² | Zhonghe:pi² | Tangzhou:pi² | Tingpai:pi² | Antang:pi²,0,0,0,0,0,1,2,"The proposed PKD *kalec and PT *klecᴰ are not supported by the dominant attested Tai-Kadai forms, which cluster overwhelmingly around 'naŋ' for 'skin'. Only sporadic evidence from Sui, Maonan, Chadong, and a few other non-Tai branches shows something like 'pi' or similar, but these are scattered and not widely reflected. The prevailing shape 'naŋ' (even across Hlai and Tai) directly contradicts the reconstruction, warranting a low score.",2,"The overwhelming majority of attested forms for 'skin' across Formosan, Western Malayo-Polynesian, and SHWNG do not resemble *qaNiC, instead showing etyma like kulit, hoditry, katat, or entirely disparate forms in Formosan. Only rare forms, mainly in a few Oceanic and perhaps Tausug/MP, hint at the reconstructed root, making *qaNiC a poor fit for the sampled data. Widespread roots like kulit in MP and divergent forms in Formosan undermine the proposed PAN form.",1
083_seed,seed,*ipan,5,"PH,POB,PK,PKS,LAK",seed,SEED,SEED,72,147,Sandong:van¹ | Zhonghe:van¹ | Tangzhou:van¹ | Tingpai:van¹ | Antang:van¹,0,0,0,0,0,1,4,"Most languages, including Tai, Kam-Sui, Hlai, and Buyang, have a stem like *-pan, *-wan, or *-fan, supporting a proto-form akin to *ipan. Some forms in certain Central and Northern Zhuang varieties, and Thai, diverge, but the overall pattern strongly fits the proposed reconstruction. The evidence is sufficiently widespread across branches for a high score, with deductions for a few significant outliers.",2,"Neither reconstructed form—*binəSiq nor *Rahap—is supported across the major Austronesian clades. The Western MP zone is dominated by Malagasy voa-type forms and vihy, themselves of unclear origin. Oceanic and SHWNG overwhelmingly use distinct roots (often putse/hatu/patu). Only Seediq 'rehak' may reflect *Rahap, but this is an isolated Formosan example in a sea of unrelated descendant forms, so broad support is lacking.",1
084_seven,seven,*CV-tuː,4,"PT,PH,PK,LAK",seven,SEVEN,SEVEN,60,500,Sandong:ɕət⁷ | Zhonghe:ɕət⁷ | Tangzhou:ɕət⁷ | Tingpai:ɕat⁷ | Antang:ɕət⁷,0,0,0,0,0,1,2,"The majority of attested forms for 'seven' in Tai and related branches fit a set centered on -cet/-cat/-sat, and not *tuː. The proposed PKD *CV-tuː is only weakly supported by Buyang and Hlai forms, and is at odds with the widespread and consistent reflexes of PT *cetᴰ in Tai. Thus, *CV-tuː is not well supported by the available data.",5,"The PAN *pitu reconstruction is extremely well supported: nearly all major Formosan languages and most Western Malayo-Polynesian languages display highly consistent forms directly reflexing *pitu, including expected minor variations. Oceanic and SHWNG show systematic reflexes with expected regular sound changes (e.g., f/h/v/h-itu, fitu, vitu), confirming widespread retention. Outliers (e.g., Bahasa Indonesia 'tujuh') are well-understood irregularities and do not detract significantly. Overall, this is a textbook case of robust support for an Austronesian numeral protoform.",1
085_shadow,shadow,*aŋ[u/aːw],3,"PT,PH,POB",shadow,SHADOW,SHADOW,0,1,,0,1,1,0,1,0,,,1,"There is only a single attested form for 'shadow', from one Oceanic language, and it bears no resemblance to either proposed PAN reconstruction. No evidence from Formosan or Western Malayo-Polynesian is present. With such an unrelated and lone data point, both reconstructions must be scored as completely unattested in the sample.",1
086_sharp,sharp,*C.cəmᴬ,3,"PT,PH,PKS",sharp,SHARP,SHARP,60,869,Sandong:tau⁶ | Zhonghe:tau⁶ | Tangzhou:tau⁶ | Tingpai:tau⁶ | Antang:tsan²,0,0,0,1,0,0,1,"There is no cluster of forms supporting a PKD reconstruction *C.cəmᴬ. The attested forms show great shape diversity without a clear correspondence to *cəm. Proto-Tai *ɣɤmᴬ is only weakly reflected, and general diversity among the data further undermines the proposed form. The reconstruction is not supported by the reflexes in the Lexibank data.",3,"There is moderate support for the *tazəm shape in Western MP and scatteredly in SHWNG, with reflexes like 'talim', 'taram', 'talas', 'ta'lɨm', and others, suggesting this root had decent spread beyond Taiwan. However, the Formosan evidence is weak and the majority of Oceanic forms are unrelated or diverge significantly, preventing a higher score. If only considering Philippine/Bornean languages, support would be stronger, but PAN status is not robustly shown.",1
087_shoulder,shoulder,*CV-baː,5,"PT,PH,POB,PK,PKS",shoulder,SHOULDER,SHOULDER,59,739,Sandong:ha¹ | Zhonghe:ha¹ | Tangzhou:ha¹ | Tingpai:ha¹ | Antang:ha¹,0,0,0,0,0,1,5,"The PKD *CV-baː is well supported by wide attestation of 'ba', 'ɓa', 'ʔba', and related forms in numerous Tai and non-Tai languages, matching the expected reflexes. While some branches (notably Northern Zhuang) systematically show 'ha', this is a common Tai change, and others (Central/SW Tai) have a competing 'lai' word, which might reflect replacement or borrowing. The 'ba' form is nevertheless robust across branches and families, justifying a high score.",5,"There are regular and widespread reflexes of *qabaRa ('abaga', 'qavan', 'avara', etc.) across Formosan, Western MP, SHWNG, and Oceanic, indicating very strong support. The presence of divergent forms does not outweigh the high frequency and regularity of cognates matching the reconstruction across major subgroups, easily justifying the maximum score.",0
088_shrimp,shrimp,*(q)udaːŋ,3,"PT,PH,POB",shrimp,SHRIMP,SHRIMP,16,0,Sandong:ʔȵoŋ⁵ | Zhonghe:ʔȵoŋ⁵ | Tangzhou:ʔȵoŋ⁵ | Tingpai:ʔȵoŋ⁵ | Antang:ʔȵoŋ⁵,0,0,1,1,0,0,1,"No attested forms reflect a PKD or PT shape like *(q)udaːŋ or *kuŋ; all available Tai forms show ȵoŋ. This suggests the PKD reconstruction is not reflected in the Tai data here, and either represents a lost innovation or a form restricted to other branches. Lexibank attestation instead points to a different root as basic for 'shrimp' in these varieties.",,,1
089_sick,sick,*keːt,6,"PT,PH,POB,PK,PKS,LAK",sick,SICK,SICK,43,91,Luzhai Sipai:pɪŋ³²ʔ³ | Luzhai Luzhai:pɪŋ³¹ʔ | Xiangzhou Dale:pɪŋ²¹ʔ² | Xiangzhou Yunjiang:peŋ²¹ʔ³ | Wuxuan Huangmao:pɪŋ³¹,0,0,0,1,1,0,1,"None of the attested forms from any major branch resemble *keːt, and the Proto-Tai shape is also *keːtᴰ which is unsupported by the data. Many varieties—across Zhuang, Nung, Kam-Sui, and even Sinitic loans—show clear pVŋ-type forms, while in Tai we sometimes see khây, xai, or puai, which are still inconsistent with *keːt. The reconstruction is highly problematic given the widespread and consistent attestation of a very different root.",1,"The proposed PAN *sakit is not supported by any attested forms in the sampled data. Oceanic languages overwhelmingly show unrelated roots, and the only Western Malayo-Polynesian form, Malagasy maràry, also shows a different root. There is thus no evidence for *sakit as the proto-form based on this sample.",1
090_six,six,*xən[a/ə]m,2,"PH,PK",six,SIX,SIX,60,500,Sandong:ljok⁸ | Zhonghe:ljok⁸ | Tangzhou:ljok⁸ | Tingpai:ljok⁸ | Antang:ljok⁸,0,0,0,0,0,1,5,"The *xən[a/ə]m reconstruction is not supported by the vast majority; rather, Hok-/Lok-/Jok-type forms are nearly pan-Kra-Dai, as seen from Tai, Kam-Sui, Zhuang, Nung, Mulam, and many more. Only a few Hlai and Buyang outliers have 'tom' or 'nam', likely unrelated etyma. The attested forms are highly consistent in initial onset, vowel, and coda across the vast majority of languages, making this one of the best-supported numerals in the family.",5,"The reflexes of 'six' are very well preserved across all sampled Austronesian clades, with nearly all Formosan, Western Malayo-Polynesian, SHWNG, and Oceanic forms traceable to *(x)ənəm. Diverse but related variants (onom, anum, ono, unəm, etc.) show expected regular phonological changes. Some divergent Formosan terms reflect secondary innovations and do not detract from the strong majority evidence.",0
091_skin,skin,*CV-nəŋ,4,"PT,PH,POB,PKS",skin,SKIN,SKIN,73,935,Sandong:pi² | Zhonghe:pi² | Tangzhou:pi² | Tingpai:pi² | Antang:pi²,0,0,0,0,0,1,5,"The reconstructed PKD form *CV-nəŋ and PT *ʰnaŋᴬ are robustly supported by a large majority of Tai-Kadai reflexes, which cluster tightly around naŋ/naŋ-like forms. The alternative 'pi' forms are mostly restricted to Northern Zhuang and some Kam-Sui languages, possibly reflecting a different etymon or semantic shift. The overall distribution strongly supports the PKD reconstruction as the main etymon for 'skin.'",5,"The reconstruction *kuliC is robustly supported across all major Austronesian clades. The 'kulit' shape predominates in Western Malayo-Polynesian, is present in SHWNG and Oceanic, and clear reflexes are found in several Formosan languages (notably Bunun and Atayal). While many Formosan (and scattered SHWNG/Oceanic) languages have disparate forms, the quantity and phylogenetic spread of 'kulit'-like reflexes strongly supports the reconstruction.",0
092_skinny,skinny,*CV-roːm,6,"PT,PH,POB,PK,PKS,LAK",thin,THIN,THIN,1,650,Thai (Dialect Korat):baaŋ,0,1,1,1,1,0,1,"The only attested form for 'skinny/thin' is Thai baaŋ, which is phonologically unrelated to the proposed PKD *CV-roːm and PT *proːmᴬ. There is no support from the limited data, so the proposed proto-form is not attested in the available lexicon.",1,"The proposed reconstruction *Niwaŋ is not supported by the attested forms, which almost universally show reflexes of 'nipis/lipis' across all sampled clades, including core Formosan. There is no evidence for a root like *Niwaŋ ('waŋ' element is absent). The comparative evidence clearly points to a different PAN etymon and thus this reconstruction receives the lowest score.",1
