comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
078,heavy,2,"Some overlap in final -n, -k, and medial -t/l-, but patterns are inconsistent. Moderate presence of CV(C) syllables, including forms with t/l/k segments, though no clearly recurring shape across bags.","A few bag_a items show -an/-ak/-ən/-aŋ, and bag_b does contain forms ending with -k, -n, and several with medial/l-/t-/k-. However, the correspondences are neither consistent nor widespread across both sets, and there are no clear recurring templates beyond basic consonant-vowel patterns. The overall shape diversity and complex morphology in bag_b further reduce the case for widespread cognacy.",18,80,11,fearbeafraid
079,cry,1,none noted,"There are no recurring shapes or sound sequences that consistently appear in both bags. The word-forms in bag_a and bag_b are largely dissimilar in their segmental make-up, syllable structures, and overall phonological profiles, with no plausible widespread pattern of hypothetical cognacy detected.",19,80,11,fish
080,sharp,1,none noted,"There are no clear or recurrent segmental shapes, consonant clusters, or vowel patterns that appear across multiple items in both bags. The syllable structures and segment sequences in bag_a and bag_b are generally dissimilar, and any occasional surface similarity (e.g., 'san' vs. 'sop', 'lai' vs. 'lalo') appears both isolated and likely coincidental given distribution across overall sets.",36,80,11,beloworunder
081,near,2,"Some isolated CVCV and CVCVC structures recur, e.g., initial dental/velar stops or nasal+vowel sequences, but systematic segmental matches are lacking. Both sets show occasional clusters with palatal or lateral onsets and some -a or -ai endings, but this is extremely general.","While both bags contain some phonetically simple syllabic shapes like CV, CVC, and clusters such as 'pl-' or 'kl-', these are cross-linguistically common and not concentrated in both sets. There are no clear recurring stem shapes or systematic segmental patterns aligning broadly across the bags to suggest strong hypothetical cognacy; similarities appear coincidental.",34,80,11,branch
082,they,2,"Some recurring CV, CVCV, VCV shapes; very weak overlap in forms like 'cum' ~ 'cúma', 'mo', 'man', and various 'na', 'nu', 'ma' elements, but patterns are not widespread nor systematic between bags.","There are a few forms with superficially similar sequences (e.g., 'cum' ~ 'cúma', 'mo' ~ 'mɔ·', 'man' ~ 'maniini'), and both bags contain simple syllable structures and elements like 'na', 'ma', or 'nu'. However, these are basic syllable types found in many languages and there is no broad or systematic pattern of segmental correspondences across the two sets. Most apparent similarities are isolated or coincidental.",40,80,11,what
083,year,1,none noted,"There are no noticeable recurring segmental patterns or consonant-vowel skeletons shared widely between the two bags. The forms in bag_a, dominated by C(V)i/pVɪ/pVei and monosyllables (e.g., 'pi', 'pei', 'pii'), are strikingly different in shape from the longer, more complex and varied structures in bag_b (including forms like 'marakiyas', 'tubu', 'cumacəvərə', 'sumuwuk'), with little to no obvious phonological overlap.",22,80,11,grow
084,you,1,none noted,"Bag A is dominated by many forms with -au, -ou, or -u sequences and recurring initial s-, ś-, θ-, as well as frequent CVC or CVVC syllable structures. Bag B shows little resemblance in overall phonological shape, with more complex and varied syllable structures, frequent multi-syllabic forms, and little evidence of recurring sound patterns across both bags. No compelling or repeated segmental matches were observed beyond the most general CV structures.",39,80,11,split
085,grass,1,none noted,"The forms in bag_a tend to be monosyllabic or simple disyllabic (often (C)V(C)), while those in bag_b are predominantly longer, with complex and varied multisyllabic structures. There are no recurrent segmental shapes, clear root consonant correspondences, or widespread phonological patterns that can be discerned across both bags. Similarities, if any, are spurious and isolated.",28,80,11,near
086,flower,1,none noted,"On segmental shape, the forms in bag_a and bag_b show very little resemblance: bag_a is dominated by forms with 'k', 'ŋ', and especially numerous 'wa', 'wa:', 'ma', 'maj', and 'mɔk/mɔ:k/lɔ:k/dɔ:k' shapes, while bag_b features a wide variety of roots with 'mut', 'man', 'ban', 'nəm', 'lis', etc. No major root shape recurs widely in both bags, and there are no clear correspondences or widespread segmental similarities. Apparent similarities are sporadic and insufficient for hypothesized cognacy.",21,80,11,grass
087,short,1,none noted,"Bag A contains a large cluster of forms centered around 'tVn', 'dVn', 'tjVn', 'tin', 'tan', while Bag B overwhelmingly showcases forms of the shape 'lima', 'rima', 'lim', 'rim', and similar. There are no notable recurring segmental patterns present in both bags, and the phonological structures are highly divergent. No promising evidence of hypothetical cognacy on shape alone.",30,80,11,five
088,salt,1,none noted,"The two bags display very different sets of phonological patterns. Bag A exhibits frequent initial consonant clusters with 'k', 'd', and nasal onglides into various vowels, while Bag B is dominated by recurrent 'la', 'ma', and 'li' shapes, as well as a prominence of 'l', 'm', and 'd' onsets followed by 'a' or 'i' vowels. There are no recurring consonant-vowel skeletons or clusters that suggest even weak hypothetical cognacy.",29,80,11,tongue
089,seven,1,none noted,"Bag A is dominated by short forms with coronal onsets and final -t (e.g., ɕat, sət, tɕɜt, cet), usually CVC shapes with a high front vowel and final stop. Bag B is composed of much longer, more complex forms with little evidence of recurring CVC or similar coronal-final patterns throughout. Across both bags, there is no clear recurring segmental pattern or shape to suggest promising hypothetical cognacy.",28,80,11,worm
090,six,1,none noted,"Bag A features a large cluster of monosyllabic forms centering on the shape -ɔk/-ok/-ak/-ək with various onsets (l-, h-, j-, etc.), while Bag B is dominated by polysyllabic forms with a wide range of syllable structures and less uniform root shapes. There are no repeated stem shapes that appear widely across both bags, and the overall phonological structures are highly divergent.",21,80,11,bone
091,ten,1,none noted,"The forms in bag_a are overwhelmingly dominated by monosyllabic or disyllabic shapes ending in -p (mainly sVp, θVp, ɕVp, etc.), with many closely matching segmental templates. Bag_b, by contrast, is dominated by polysyllabic forms with varying structures and shows little to no recurring final -p or similar CVp patterns. I found no repeated segmental skeletons or correspondences recurring widely in both sets.",23,80,11,all
092,eight,1,none noted,"Bag A is dominated by forms with a CVC or CCVC structure featuring initial 'p/b' and ending in various forms of '-at/-et/-ɛt', as well as a few outliers. Bag B, in contrast, lacks any consistently recurring structures or segmental patterns matching those seen in Bag A, and the overall phonological shapes are quite disparate. There are no salient recurring segmental skeletons or patterns indicative of promising hypothetical cognacy.",21,80,11,fall
093,nine,2,"Some forms in both bags show sequences with initial s-/c-/k- and medial -au/-ou/-uV. Both bags have numerous VCV and CVCV syllable shapes, and a few items with s-l/r or k-l/r clusters. Occasional overlap in syllable nuclei (au/ou/u/l).","The bags share some superficial similarities, such as initial s-/c-/k-, and recurring ou/au/u nuclei, but there is little evidence of widespread, consistent correspondences across many items in both bags. Similar shapes are found sporadically (e.g., 'solöh', 'sulo', 'sulia' vs. 'so', 'sau', etc.), but overall, most forms do not align closely in segmental template.",22,80,11,burn
094,narrow,1,none noted,"Bag A is heavily dominated by forms with a -V(p/m) coda, especially VCp and V:p shapes (e.g., ka(p), kɛp, ja:p, he:p, njap, kap, etc.), while Bag B shows much greater diversity, with multisyllabic and highly varied segmental shapes and few or no -Vp codas. No recurring segmental pattern is broadly shared across both bags, indicating very low promise for hypothetical cognacy based on shape alone.",30,80,11,wife
095,snake,2,"Some nasal-initial forms (ma-, mo-, ŋa-, ŋu-) and sequence similarities (ŋa, ŋo, ma, mo), with limited recurring patterns across both bags.","While both bags show frequent use of nasal initials like ma-, mo-, and ŋ-, such segments and CV patterns (e.g., ma-, mo-, ŋu-) are common cross-linguistically. There are a few items with possible similar nasal vowel skeletons, but shared, recurring shapes beyond this are minimal and do not systematically align across the majority of items in both bags. Overall, the similarity appears weak and likely coincidental, not indicating strong hypothetical cognacy.",16,80,11,cold
096,forest,1,none noted,"Bag A is dominated by forms with nasal-final syllables and/or sequences like 'doŋ', 'mai', and 'pa', often with complex onsets or clusters. Bag B overwhelmingly features heavy reduplication (e.g., 'susu', 'bubu', 'dudu', 'tutu') with open syllables and few codas. The prominent repeated patterns of bag B are not mirrored in bag A, and vice versa, so there is no evidence for promising hypothetical cognacy based on shape alone.",30,80,11,breast
097,wife,1,none noted,"There is little to no evidence of shared segmental patterns across the two bags. While both sets show internal recurring elements (e.g. CV:V or nasal-initial forms within each bag), there are no widely recurring phonological skeletons or similar root shapes that appear in both bags. Similarities seem coincidental or extremely limited if present at all.",34,80,11,rat
098,husband,1,none noted,"Bag A and Bag B show very little overlap in phonological shapes or recurrent skeletons. Bag A is dominated by short, syllabic forms with a frequent 'kwaːn', 'pho', or 'ʔai' element, while Bag B contains longer, polysyllabic forms with heavy use of nasal and liquid consonants, and reduplicated or complex syllables. No widespread or convincing shared patterns are apparent to suggest promising hypothetical cognacy based on shape alone.",34,80,11,black
099,intestines,1,none noted,"There are no noticeable recurring segmental patterns, consonant-vowel templates, or clusters of similar forms appearing across both bags. Bag_a is dominated by CVCV or CVV forms with 'ai', 'i', and 'a' prevalent; bag_b displays many polysyllabic sequences with 'um', 'ma', 'na', and diverse consonant clusters. No plausible shape-level cognacy emerges.",29,80,11,plantsomething
100,steal,2,"Marginal overlap such as forms with /lak/, /lam/, /mak/ occur in both bags, but are rare and mostly diverge in overall structure and consonant patterns.","Bag A is dominated by shapes like (C)V(C)k, especially with -ak/-ak segments recurring (e.g., lak, tsak, ljak, kjak). Bag B has a few forms with similar sequences such as lakay, malak, malám, malek, but these are minority forms among overwhelmingly distinct phonological shapes. The resemblance is limited to a handful of forms and could easily be accidental; most of both bags’ inventories are phonetically unrelated.",24,80,11,old
101,shoulder,2,"Some convergent patterns like CV.V and CVCVCV, isolated matches with 'ba', 'pa', 'ma', and 'tu', but limited recurring shapes across several items in both bags.","While a few phonological elements like 'ba', 'pa', 'ma', and 'tu' occur in both bags, these are isolated and do not form strong, repeated patterns across multiple items. The general phonotactic structure (CV, CVC, syllabic compounding) is common, but there is little evidence for recurring, distinctive shapes suggestive of hypothetical cognacy beyond general typological patterns.",23,80,11,cooksomething
102,buy,1,none noted,"Bag A contains forms predominantly with s-, tɕ-, ɕ-, ts-, and final -i/-ai/-ɯ vowels or diphthongs, showing relatively consistent simple shapes. Bag B is dominated by p/b/m/f/v- initial syllables with high frequency of u/o vowels and numerous polysyllabic or reduplicating patterns (e.g., bubu, mumu, puku), displaying markedly different phonological profiles. There are no recurrent shapes or patterns shared across both bags.",25,80,11,white
103,open,2,"Some weak overlap in CVi and CVC syllable shapes (e.g., hai, wai, lai), and presence of initial h-/k-/p-/b- and -ai/-oi/-au/-at in both, but correspondences are scattered and mostly superficial.","Both bags favor CV and CVC syllable structures with some similarity in the use of -ai/-oi/-au and common consonants like h-, k-, p-, b-. However, the specific segmental sequences differ considerably, and clear, recurrent correspondences spanning multiple forms are lacking. A few segment shapes like hai/lai/wai/pat/vat might be chance similarities, leading to only a weak score for potential hypothetical cognacy.",31,80,11,stone
104,fog,1,none noted,"There is no clear and recurring phonological shape or sequence (e.g., consonant-vowel patterns, root shapes, or clusters) that is shared widely across both bags. The forms in bag_a prominently feature sequences with initial 'm', 'mo', 'mu', 'mok', or 'mɔk', but such clusters are not reflected in bag_b. Bag_b tends to show more variation with frequent shapes like 'kan', 'kin', but these do not match the patterns of bag_a. Overall, no promising segmental linkages appear.",31,80,11,when
105,choose,1,none noted,"The shapes in bag_a feature many forms centered on sequences like 'lVk', 'kVn', 'sVn', and 'lVn', mostly VC or CVC structures with mid/high front vowels, and clusters involving 'l', 'k', 'n', and 's'. Bag_b forms are predominantly multisyllabic, often longer, with patterns like 'uta', 'muta', 'suka', 'lulu', 'kotaru', but none of the major shape motifs from bag_a appear widely or repetitively in bag_b, nor do consonant and vowel patterns align systematically. No clear recurring skeleton bridges the two bags.",34,80,11,vomit
106,hundred,1,none noted,"Bag A shows a strong recurrence of monosyllabic or disyllabic CVC or CV:C patterns, especially forms containing p/k and ɛ/a vowels, such as 'pa:k', 'pek', 'peːk', and 'pɛk', while Bag B predominantly contains longer, multi-syllable forms without clear repeated phonological skeletons matching Bag A. There are no widespread or recurring segmental shapes that can be plausibly aligned across both bags.",22,80,11,hundred
107,mother,2,"One possible shared pattern is the initial nasal segment (n-, m-) seen in forms like 'nai', 'nəi', 'nie', 'naːŋ', 'miə', 'me', 'mɛ:' etc. in bag_a and 'namɪŋ', 'neʔi', 'næwe', 'njany', 'nuydi', 'nona', 'ina', 'aanai' in bag_b, as well as several with final -a/-i vowels. However, the resemblance is not systematic or widespread through all syllables, and most forms otherwise diverge sharply.","Both bags occasionally show nasal-initial forms and though there are similar CV skeletons (like nV, mV) in some items, such as 'nai' and 'neʔi', these patterns are not consistently aligned or widespread enough to strongly suggest hypothetical cognacy. Most forms do not display clearly recurring segmental correspondences, and matches seem isolated.",16,80,11,that
108,father,1,none noted,"Bag A is dominated by forms with initial p/ph/bilabial consonant and simple syllable shapes (e.g., pɔ, pa, po, phɔ), often in monosyllables or reduplicated forms, and some glottal elements. Bag B shows a wide phonological diversity, including many polysyllabic forms and little evidence of the repeated pV or phV shape seen in Bag A. No consistent or recurring segmental patterns are observed across both bags, so hypothetical cognacy is not promising.",16,80,11,dirty
109,sew,1,none noted,"Bag A is heavily dominated by monosyllables featuring -ip/-ep/-ap codas, often with a nasalized or palatal onset (e.g., ńip, jep, ȵɪp), and a subset with nasal codas like -ŋ. Bag B is overwhelmingly dominated by polysyllabic and disyllabic forms with prominent m-t, m-tay, or maC- structures, with some -mat- or -pat- like sequences, but these shapes do not closely resemble the cluster of monosyllabic -ip/-ep/-ap forms in bag A. There is no clear recurring segmental skeleton across both bags, and no promising correspondences are visible.",28,80,11,bedeadordie
110,climb,2,"Frequent use of CVN/CVN-like syllables and repetition (e.g. 'ma', 'na', 'la', 'ki', 'man'), but major stem shapes and consonant clusters differ widely. No strong, recurrent shape linking both bags, though 'man' and 'ma' sequences are found in both.","While both sets contain repeated CV and CVN syllables and duplicated elements such as 'ma', 'man', 'la', and some echo reduplication, the actual segmental shapes are largely distinct across the sets. There are only a few superficial overlaps, such as 'man' or 'ma', but without a pattern of systematic correspondences across the forms. The overall phonological patterns are different enough to make widespread hypothetical cognacy unlikely.",33,80,11,maleperson
111,hear,3,"Widespread 'pa(k)', 'pak', 'pal', 'ban', 'pan', and 'lai' shapes appear in both bags, as do forms with medial/initial plosives and recurring syllable structures (CVC, CVCV, etc.).","Both bags exhibit a notable recurrence of shapes like 'pak', 'pal', 'pan', and 'ban', which appear in multiple items across both sets in similar segmental templates (e.g., 'pak45' vs. 'pakayau', 'paakə', 'ampak', 'papák'), and 'lai'/leɯ/leɨ' types. Some items also show potential phonological or consonantal similarities (e.g., initial plosives, open/stopped finals). However, numerous forms diverge considerably in structure and phonotactics, and some shared sequences may result from chance due to their simplicity. Recurring CVC and CVCV forms with similar plosives and nasals are promising, but overall the evidence is moderate rather than strong.",40,80,11,wing
112,smokeexhaust,2,"Some potential similar syllabic patterns with CVC or CCVC (e.g., forms with 'wan', 'fan', 'kwan', 'faɪ' in bag_a; 'fan', 'wan', or similar closed CVN syllables in bag_b are not apparent), but no clear or recurrent segmental matches across both bags.","While both bags exhibit diverse word shapes and some superficial syllabic resemblance (CVC syllables, nasal codas, reduplication-like structure), there are no recurrent roots, consonant clusters, or vowel patterns consistently mirrored between the two. The overlap is tenuous and mostly coincidental, with most forms being distinct in structure.",30,80,11,squeeze
113,stand,1,none noted,"There are no clear or recurring phonological patterns or word-form shapes that are widespread and plausibly correspond between the two bags. Bag A is dominated by monosyllabic forms with final nasals or stops, while Bag B consists largely of longer, polysyllabic forms with very different segmental patterns. Only extremely generic syllables (like 'kin', 'tun', 'tan') appear, and even those are not widespread, making cognacy highly unlikely on shape alone.",31,80,11,hold
114,sit,2,"There are recurring nasal-final CVN/CVN patterns in bag_a (e.g., năŋ, niŋ, laŋ, naŋ, tsoŋ, tsuŋ, tɔŋ) which loosely resemble some nasal (VCN) endings and 'an/on' endings in bag_b (e.g., oran, orony, uwan, uzan, ulan, ochan, qudan), but overall the consonant and vowel correspondences are not systematic and most forms are quite diverse.","Both bags show clusters of nasal-final forms, particularly with -ŋ or -n codas, and vague clusters like 'naŋ' vs. 'nan/an/on', but the similarities are not broad or systematic across both sets. The bulk of the forms in bag_b do not resemble bag_a forms in consonant/vowel shape, so the overall promise for hypothetical cognacy based on visible segmental patterns is low.",20,80,11,rainprecipitation
115,louse,2,"Some potential overlap in forms with initial m-, ma-, or nVn sequences, and a few mid forms like 'man', 'nan', 'min' in bag_a and 'manu', 'nema', 'numa', 'na-', 'manu' in bag_b, but no strongly recurring complex shapes; most resemblances are isolated or superficial.","There are a handful of forms in both bags involving m-, n-, or ma-/na- syllables, and some CVN clusters like 'man', 'min', 'nan', 'nom', but the similarities are not systematic or clearly widespread across both bags. The overall shape overlap is weak and likely coincidental, so the hypothetical cognacy is not very promising.",23,80,11,house
116,see,2,"Some short CV(V) forms (e.g., 'han', 'hen', 'nan', 'ndo' in bag_a; 'henao', 'enao', 'hanao', 'inao', 'ino' in bag_b); some nasal-final and nasal-initial forms show rough similarity, but correspondences aren't systematic. There are also a few instances of forms with liquid+V+n (e.g., 'lɛn', 'la:i', 'lhaŋ'), but these are not closely echoed in bag_b.","There are occasional superficial similarities in short CVN or CVC forms, especially involving nasals or sequences like 'han', 'nan', 'ndo', but these appear isolated and not widespread across both sets. Some loose phonological echoes (like vowel nuclei and nasals) occur, but no strongly recurrent or systematic shared patterns are observed, so the case for hypothetical cognacy based on shape alone is weak.",23,80,11,thou
117,feather,1,none noted,"There are no prominent recurring shapes or consonant-vowel skeletons that appear widely and consistently across both bags. The items in bag_a have frequent -n/-ŋ codas and CVN structures, but these are not mirrored in the same way in bag_b, where forms are more varied and lack clear parallelism. No patterns of plausible correspondences are observed.",24,80,11,star
118,that,1,none noted,"There are no clear, recurrent segmental shapes or patterns that are widespread in both bags. Bag A highly favors forms with nasal onsets and -an/-ən/-ɐn finals, while Bag B has a predominance of forms beginning or ending with i/ima/sin/sie/ai, but these do not match Bag A's common patterns. There are no convincing clusters or skeletons shared broadly across both sets.",21,80,11,who
119,this,1,none noted,"Bag A forms are dominated by shapes built from 'nV(i/e)' syllables, particularly ni/nei/nai, and are compact, often N-initial. Bag B overwhelmingly shows diverse multi-syllabic forms with consonant-rich onsets (ik-, kik-, ku-, pu-, etc.) and lacks any evident concentration of forms resembling the N-V-(i/e) structure seen in Bag A. There is no recurring shape pattern that appears widespread in both bags.",17,80,11,tail
120,belly,2,"Sporadic overlap in syllable structure (CVŋ, CVk) and nasals (ŋ, m), e.g., loŋ vs. sona(i), mok/pok vs. m.o.n.d.o.k, but no consistent shape or root recurring in both bags.","While both bags have a few forms ending in nasals or velar stops and some monosyllabic shapes, the overall correspondence in phonological structure is weak, and matched segments are likely coincidental. There are no commonly recurring consonant-vowel skeletons across both bags to suggest promising hypothetical cognacy.",11,80,11,come
121,back,2,"Limited overlap; both bags feature some forms with initial 'ka-', 'pa-', or 'ta-', and nasal-final syllables ('ŋ', 'n') are present in both, but no strong recurrent skeletons across multiple items.","There are isolated phonological similarities such as syllables beginning with 'ta-', 'ka-', or 'pa-' and some nasal codas (like '-ŋ', '-n'), but these elements are very common cross-linguistically and distributed differently in each bag. There is no clear pattern of widespread, consistent shapes or correspondences recurring significantly in both bags.",27,80,11,year
122,house,1,none noted,"The forms in bag_a are characterized by monosyllabic or disyllabic patterns, often with -n or -k codas and sequences like 'an', 'a:n', 'ən', and initial liquids or stops. Bag_b presents much more polysyllabic forms, with combinations of p/b/m + i/u/a, but there is little overlap in overall word shapes, segmental skeleton, or recurring consonant/vowel frameworks across both bags. No widespread, promising shared shape is evident.",28,80,11,dreamsomething
123,stone,1,none noted,"Bag A is dominated by forms ending in -in/-ɪn/-in̥ and shows a strong pattern of CVn or CCVn structure, but these patterns do not recur with similar segmental content in Bag B. Bag B contains more diverse syllable structures and segmental shapes, with no clear, widespread shape overlap across multiple forms in both bags. There are no consistent segmental correspondences or root shapes recurring in both bags to suggest hypothetical cognacy.",20,80,11,left
124,spit,2,"A few vague overlaps in CVCV and CV(V)V shapes, some recurring labial/consonant+vowel forms like 'la-i', 'la-ba', 'mja-i', 'malawa', 'lama', and scattered m-/n- initial forms, but no consistent, widespread pattern and only occasional superficial resemblance.","Most forms in both bags are dissimilar, with shapes diverging notably. There are a few superficial similarities (e.g., 'lai', 'laba', 'mja-i', 'malawa'), and some overlap in syllable structure and initial nasals or laterals, but patterns do not systematically recur across both sets. Possible chance resemblances rather than broad evidence for cognacy.",22,80,11,long
125,rotten,1,none noted,"There are no obvious, recurring segmental shapes or consonant-vowel skeletons shared between the two bags. Bag A is dominated by VC and CVC forms with /ŋ/, /u/, /n/, /a/, while Bag B features much higher diversity and a concentration of forms with labial and high vowel sequences (e.g., 'iup', 'uvup', 'yip', 'wuf'). The overlap in form shapes is minimal and does not suggest widespread, systematic similarity.",26,80,11,blowofwind
126,dust,2,"Some overlap in CVCV or CVCVC forms with nasal codas (e.g., 'muk', 'mon', 'fun', 'nanum', 'danum'), weak recurrence in 'na-', 'mu-', 'mon/mɔn', and 'fun/fən/'.","While both bags contain several forms with CVC or CVCVC structures and some with syllables like 'mu-', 'na-', and nasal codas (e.g., -n, -m), there is little clear or consistent pattern of segmental similarity across multiple entries. A few forms such as 'mon', 'muk', 'fun' and the 'num' of 'danum/nanum' show weak potential ties, but the overall shape similarity is limited, and most items display very different segmental skeletons.",29,80,11,water
127,correctright,3,"Multiple items in both bags with tVw, tV:i, tɔːi~tau, to:i~toʔo/taw, as well as occurrences of na, ta, and ma initial clusters.","There are notable recurring shapes such as tVw/tow/tau/taw in bag_b and tɔːi/to:i/toːi in bag_a, which are phonetically plausible matches. Forms in both bags display widespread use of syllables starting with t/n/m and containing 'a' or 'o' vowels and sometimes final -i, -u, or -w endings. Though exact segmental matches are not overwhelming, the clustering and variety of similar phonological skeletons across both bags make hypothetical cognacy moderately promising.",23,80,11,person
128,liedown,1,none noted,"Bag A is dominated by forms with nasal or lateral-initial CVN or similar syllable shapes (e.g., nɔn, nan, nin, lɔn), while Bag B shows a strong and widespread pattern of pVt and s/p/f-Vt clusters (e.g., pat, upat, fat, spat, sepat). There is no plausible recurring consonant-vowel skeleton or correspondence between the dominant shapes of the two bags. Isolated accidental similarities are not detected as recurring patterns.",31,80,11,four
129,how,1,none noted,"There is no apparent recurring similarity in consonant or vowel skeletons, syllable structures, or common affixes that is widespread across both bags. Segmental patterns differ considerably between the two sets, with no clear cluster of shared shapes or plausible correspondences observable by inspection.",40,80,11,sand
130,blunt,2,"Some overlap in CVC and CVm/CVN shapes; a few items in both bags with mVt/mVm/mot/mat type forms and pV(l)/pVn/pVm elements, but patterns are not widespread, and most forms do not suggest systemic similarities.","Both bags display a broad diversity of shapes with only sporadic phonological similarities such as 'mot', 'mat', 'mum', 'mut' syllables or initial 'mV-', 'pV-', and occasional nasal codas. However, these resemblances are quite scattered and lack systematic or recurrent correspondences across the bags. The preponderance of divergent shapes and absence of widely recurring shared structure reduces the likelihood for hypothetical cognacy on shape alone.",37,80,11,big
131,wide,2,"Marginal overlap: Bag A has recurrent forms of the type (k/v/b/fa)w/k(h)wa(:)ŋ or (C)VCVŋ, especially with medial -w- and coda -ŋ; Bag B features some CVnaw/banaw/lanaw/danaw clusters and other CVCV/compound shapes, but the main recurring patterns in A (e.g. kwa:ŋ, khwa:ŋ, fa:ŋ) do not show strong parallels in B, where 'banaw', 'danaw', etc., repeat but are not matched by similar clusters in A.","While both bags show some CVCVŋ and CVCVC clusters and Bag B has multiple 'banaw/danaw/lanaw' shapes, the specific, highly recurrent forms in Bag A involving kw-/khw-/fa- plus coda -ŋ or -aŋ are essentially missing in Bag B. Only the very general presence of nasal codas and some clusters provides a weak basis for hypothesized shape-level cognacy.",19,80,11,lake
132,sea,2,"Some forms in both bags contain initial h-/ha-, ai or i/vowel diphthongs, and nasal codas (ŋ, n); both also contain l, r, and nasal-initial forms, but these are common phonemes.","While both bags show a few superficial overlaps such as initial ha-/həi and syllables like hai/ha:i and ai (Bag A) with items like híe, hanian, hilaLan, aari, jiyan (Bag B), there is no strong evidence for a widespread recurring shape that links multiple forms in both sets. Most similarities (e.g., nasal codas, liquids) are generic and do not point to promising hypothetical cognacy. The overall diversity and lack of clear patterns across the sets limit the generosity score.",18,80,11,daynotnight
133,fall,1,none noted,"Across both bags, there is no clear recurring segmental shape or consonant-vowel skeleton that suggests a pattern for hypothetical cognacy. Bag A shows significant repetition of forms like 'tok', 'tɔk', 'thok', but Bag B does not contain similar forms nor systematic correspondences. The overall phonological shapes diverge widely between the sets.",17,80,11,buy
134,count,1,none noted,"Bag A forms are dominated by syllable structures like (C)V(C), with nasal and sibilant onsets and variable codas, while Bag B is heavily dominated by forms containing the sequence 'tol', 'tul', or 'toru', nearly always with a t-l or t-r core, which is not attested in Bag A. There is no widespread, recurring shape shared across both bags, nor even isolated forms showing promising segmental overlap.",13,80,11,three
135,dig,2,"Some isolated similar clusters (e.g., wa:t ~ wama ~ wame; va:t/ʋaːt ~ vali/βaɭi), a few pa:k ~ paras/paros/paˈrəs, but lacking clear widespread segmental matches. Both bags have w-, v-, p-, m- initial forms and CVC/CVCV structures recur, but patterns are inconsistent and not systematic.","There are isolated cases where bag_a forms like wa:t or va:t somewhat resemble bag_b forms like wama, wame, or vali, and pa:k in bag_a matches superficially with some bag_b forms starting with par-. However, either these are not widespread shapes across both bags or the correspondences are not robust. Most forms in both sets do not display consistent enough segmental patterns for greater confidence in hypothetical cognacy.",30,80,11,wind
136,mosquito,2,"Some isolated similarities in nasal-final forms (e.g., nuŋ, oŋ ~ an, aŋ), but no strong, systematic recurring shapes across bags.","Bag A has many nasal-final forms such as -ŋ and -n (juŋ, nuŋ, oŋ) while Bag B contains numerous forms ending in -an or -aŋ, as well as l-lan/dalan clusters. However, there is not a convincing set of recurring consonant-vowel skeletons or widespread, consistent patterns linking the two bags across more than a handful of forms.",18,80,11,pathorroad
137,when,1,none noted,"Bag A is dominated by forms with CV or CVC sequences frequently featuring i, a, u, e, and diphthongs, with segments such as n, m, s, p, t, l, and k appearing, often in compounds or with recurring morphemes. Bag B, while diverse, features a prominent pattern of reduplicated 'sip', 'sup', 'səp', and similar forms, as well as many forms with m, s, and p. However, these phonological patterns are largely distinct from those of Bag A, and there are no repeated skeleton shapes or recurring segmental templates linking the two bags. No promising widespread recurring patterns for hypothetical cognacy detected.",40,80,11,suck
138,squeeze,1,none noted,"Bag A forms cluster around nasal-final CVC or CVCV(C) shapes, especially with nasal or liquid initials (n-, ȵ-, l-, m-) and endings like -n, -p, -t. Bag B shows a strong prevalence of multisyllabic CV and CVCV forms with many instances of -ta, -ka, -to, and frequent use of glottal stops and affricates. No clearly recurring skeleton, vowel/consonant sequence, or widespread segmental pattern is evident in both bags to indicate promising hypothetical cognacy.",27,80,11,we
139,throw,1,none noted,"The bags show little overlap in their phonological shapes. Bag A has many forms centered around CVC or CVCV shapes involving clusters like 'vit', 'pat', 'wɪt', 'deːk', whereas Bag B is dominated by polysyllabic forms with more complex clusters and different syllabic patterns (e.g., 'makidəmə́l', 'kubtul', 'matevina'). No recurring segmental skeletons or clear, widespread similarities are present across both bags.",36,80,11,thick
140,spider,2,"Some CVŋ and Ca:u/au/vowel+u sequences in bag_a resemble forms with nasals and high vowels in bag_b (e.g., 'asiŋ', 'miti'). Recurrent s/k/t initials and occasional -a/-u endings also overlap. However, widespread recurring shapes are not evident across both bags.","There are a few superficial phonotactic and segmental similarities, such as the CVŋ and high vowel sequences and some common consonant patterns (s, k, m, t initial, and -a, -u endings). However, these are relatively isolated or generic patterns and do not recur in a systematic or widespread fashion across both sets. Thus, hypothetical cognacy on shape alone is not strongly supported.",36,80,11,salt
141,dreamsomething,1,none noted,"The forms in bag_a prominently feature nasal-final syllables and clusters like -n, -ŋ, and -m, while bag_b is considerably more heterogeneous, showing little recurrent similarity in overall shape or segment strings to those in bag_a. No consistent segmental skeletons or recurring root shapes are observed across both bags to suggest promising hypothetical cognacy based solely on phonological shape.",33,80,11,in
142,warm,1,none noted,"Bag A is dominated by monosyllabic and disyllabic forms with many diphthongal and nasal endings (e.g., au, um, un, u:n, am), while Bag B overwhelmingly features forms with recurring 'ma', 'ama', 'mama', 'tama', and similar reduplicated or vowel-final CV strings. There is minimal segmental overlap and no evidence of widespread shared root shapes across both bags.",26,80,11,father
