concept_id,gloss,generosity,is_nonhit_control,tk_segment,an_segment,context,support,confidence
mosquito,MOSQUITO,2,0,Vŋ,aŋ/onɨŋ,rime/coda,"TK: ȵɔŋ, ńɔŋ, ɲoŋ, lja:n; AN: tamonong, tamonɨng, blawang, blabɔng",3
mosquito,MOSQUITO,2,0,juŋ/yuŋ,yamok/lamúk,CVC shape; medial vowel and nasal,"TK: juŋ, yuŋ; AN: yamok, lamúk – central vowel plus nasal codas",2
mosquito,MOSQUITO,2,0,mj/lj,lam/mam,onset; possible palatal/nasal cluster or labial onset variation,"TK: mjuŋ, lja:n; AN: lamúk, mumis, mumĕs",2
mosquito,MOSQUITO,2,0,c/cj,"ci-, ca-, tʃi-",onset; palatal affricate/stop to coronal or palatal,"TK: ci:n, ćam; AN: cikas, caçaRag, cikiči",2
mosquito,MOSQUITO,2,0,ŋ,ŋ,coda,"TK: ȵoŋ, ńoŋ, juŋ, lja:n; AN: tamonong, blawang, blabɔng, piruŋaŋ",4
mouth,MOUTH,2,0,p,b,onset,"TK: pak, pa:k, pam, pom | AN: babah, báʔba, baʔba",3
mouth,MOUTH,2,0,p,ŋ,"onset (alternations, especially non-nursery forms)","TK: pak, pa:k | AN: ŋodoy, ŋapaʔ, ngusò, ŋaŋo",2
mouth,MOUTH,2,0,m,m,onset/medial,"TK: mom, mup, mɔːm, moɜm | AN: mohoŋ, mohong, munoŋ",4
mouth,MOUTH,2,0,ŋ,ŋ,onset/medial,"TK: ŋɔŋ | AN: ŋodoy, ŋuso, ŋapaʔ, ŋawang",5
mouth,MOUTH,2,0,a,a,nucleus,"TK: pa:k, pam, kaːu | AN: babah, tapak, ŋapaʔ, ngangá",4
mouth,MOUTH,2,0,k (coda),ʔ (coda),coda,"TK: pa:k, pak | AN: baʔba, tapak, ŋapaʔ",3
narrow,NARROW,2,0,p (coda),"t (coda), pit",coda; 'CVC' or 'pit' roots,"TK: kɛp, hɛːp, ja:p, jeːp, kɑp, njap, he:p / AN: piɨt, simpít, lipit, ʔɨpit, ansuḻpit, nalipit",4
narrow,NARROW,2,0,"k (onset, rare)",k (onset or medial),initial onset; in certain forms,"TK: kap, kɛp, kɐp, ki:p / AN: kitíd, kɛpaŋ, makule, maku(C)",3
narrow,NARROW,2,0,h~j (onset),,"onset; matches are less clear, may reflect affixation or variation","TK: he:p, hɛːp, hja:p, jeːp, jɛ:p / AN: (no direct clear onset match, but affixed or derived forms in AN: ma-, maku-, ma-, makə-)",2
narrow,NARROW,2,0,"ɛ, a (nucleus)","i, e (nucleus)",main vowel,"TK: kɛp, cɛ:p, hɛːp, kap, kɑp / AN: pit, kitíd, simpít, lipit, kɛpaŋ",2
neck,NECK,2,0,k-/kh-,l-,onset (CV(C) shape),"TK: kan.ɛn, kam.ko, khɔɔ, kʰ.ɔː, khɔ; AN: liqe, leg, leeg, leog, liə́g, liug, liʔɨg",4
neck,NECK,2,0,-ŋ,-ŋ,coda/final (nasal ending),"TK: zoŋ, ɬoŋ, tsɔŋ, zɔŋ, zuŋ; AN: loŋ (k.a.l.o.ŋ), lohoŋ",4
neck,NECK,2,0,z-/ʒ-,r- (esp. in rVrV shapes),onset,"TK: ʒau, ʒɔ, zuŋ, zoŋ; AN: ruren, rurən, rə'əʔ, réʔér",3
neck,NECK,2,0,wan/van,"wa(r)-, w-",full root or initial syllable,"TK: wan, wan; AN: waru, wáru', wao",3
neck,NECK,2,0,nVn/-nan,nVn/-nan,full form,"TK: ńən, ʔdən; AN: niʔən, mudan",2
neck,NECK,2,0,ta-/ka-,t-/k-,"onset (less common, scattered)","TK: ta.ćəu, ka_tu; AN: t.u.kʰ.oː, toro, atoka, k.a.k.o.r.o.k",2
needleforsewing,NEEDLE (FOR SEWING),2,0,m,m,coda,"TK: tɕim, cim, ćəm, cham; AN: dagum, dayum, daum, djaum, soɾem",5
needleforsewing,NEEDLE (FOR SEWING),2,0,tɕ/c/ć/s/ts/ɕ,d/j/dj,onset,"TK: tɕim, cim, ćəm, śɨm, tsɪm; AN: dagum, dayum, djaum, di'gum (voiced affricate variation)",3
needleforsewing,NEEDLE (FOR SEWING),2,0,k/kʰ,g,onset,"TK: khjam, khěm, khem, khiam; AN: dagum, di'gum, dagom",2
needleforsewing,NEEDLE (FOR SEWING),2,0,i/ɪ/ɨ/ɛ/ə,a/u,nucleus (vowel),"TK: tɕim, khjam, ćəm, khěm; AN: dagum, dayum, djaum, daum, rahum",3
needleforsewing,NEEDLE (FOR SEWING),2,0,n-dental nasal,n/d,onset,"TK: ljin (rare), sum (but n is rare here); AN: nomay, dinum, danda~dadahuŋ",1
new,NEW,2,0,m,b,onset,"TK mai, man-, măɯ, maɨ; AN bagu, bag-o, bayo, bayu, bovaa",4
new,NEW,2,0,p,b,onset,"TK pa:n, pa:ŋ; AN ba'go, bag-o, bayu",3
new,NEW,2,0,a,a,nucleus (vowel),"Widespread in both: TK mai, man, pa:n; AN ba'go, bag-o, baroʔo, vao, bayu",5
new,NEW,2,0,ai/aj,ay/ayu,rime/nucleus,"TK mai, maj, mày; AN bayo, bayu",3
new,NEW,2,0,w,v/w,onset,"TK wai; AN vao, vaoʔaə, wawɔɾu",2
new,NEW,2,0,m̥/h̃,f,onset (possibly devoiced/aspirated > fricative),"TK m̥əi, m̥ai, h̃wai; AN fáev|a, faqlhu, falami",3
nine,NINE,2,0,k-/c- (palatalized or velar onset),s-,onset,"TK: kiu, kjʌu, kjiu, cjou, cju, ceu; AN: siva, siwa, syam, sia, sio, s.e.w.aː.j",3
nine,NINE,2,0,au~ou~iu (diphthong),ia~io~iwa (diphthong/vowel sequence),nucleus,"TK: kiu, kaau, kou, ceu, cju, cau; AN: sia, sio, siwa, siyam, siyow, siaw",3
nine,NINE,2,0,-w / -u (coda or glide),-w / -m / -ʔ / -n,coda/glides,"TK: kiw/kju/cju/kaw; AN: siwa/siyam/sio/siow/siya:m, siyám, siwaʔ",2
nine,NINE,2,0,s-,s-,onset (isomorphic),"TK: sau, so_laŋ; AN: siva, siwa, sia, siyow, syam",5
person,PERSON,2,0,k,t,onset,"TK: kɔn, kun, khon, kɨn; AN: tao, taw, tau, táwlay",3
person,PERSON,2,0,n,w,coda/final,"TK: kon, kun, kɔn, khon; AN: tao, taw, tau, tágu",2
person,PERSON,2,0,w,w,onset/medial,"TK: wun, wɜn, wən; AN: taw, tau, tawo, tau[mata]",3
person,PERSON,2,0,ŋ,ng,coda/final,"TK: ŋjũ:n, ma_iŋ; AN: orang",2
person,PERSON,2,0,m,m,onset,"TK: ma_iŋ, ɱa:u, ma:u; AN: manusia, m.a.n.t.u.a.r.i",2
person,PERSON,2,0,h,ʔ,onset,"TK: hun, hʊn, hɯn; AN: ʔɨttaw, ʔomás', ʔipo'gaw",2
person,PERSON,2,0,au/a:u,au/aw,rime/nucleus,"TK: Ɂa:u, ŋa:u, ɱa:u; AN: tau, taw, sau, so'o",3
plantsomething,PLANT (SOMETHING),2,0,p/pl,p/pa/pe,onset (main root),"TK: plùuk, phuk, puk, plu:k, plo:k; AN: pamula, pɨmula, pamúla, pemula, palumaʔ",4
plantsomething,PLANT (SOMETHING),2,0,m-,ma-/mu-,prefixal onset,"TK: mje², mja², mbja¹, mia², mie² (mostly Kam-Sui); AN: malhuiza, mamwaʔ, muyaʔ, mamuwaʔ, mabinni",4
plantsomething,PLANT (SOMETHING),2,0,tam/dam/tjaŋ,tanum/tanom/tanim,"CVC skeleton, 't-n-m' root","TK: tam²⁴, dam¹, ʔdam¹, tjaŋ³⁵; AN: pagtanom, matanom, m.a.g.t.a.n.u.m, nagtaˈnim, ʔitanom",5
plantsomething,PLANT (SOMETHING),2,0,ja/jö,ya/wa,"palatal or labial medial, or second root syllable","TK: mja², mbja¹, pjö¹; AN: muyaʔ, m.u.j.a, mimuǥaʔ, mamuwaʔ",3
pound,POUND,2,0,t,t/d,"onset, CVC/CVCC skeleton","tai tup, tap, tam, tɔi; western_mp tut, tĕtuʔ, dak, mdak, m.i.t.o.t.o, ka|tut",4
pound,POUND,2,0,k,k/g,"onset, often CVC","kra kho, kam_sui wak; western_mp magtoktok, ka|tut, kijuk",2
pound,POUND,2,0,m,"maN-, mag-, mi-, mo-",prefix/preinitial,"tai maŋ; formosan maʈinapan, maka-runu, magtoktok, maŋsad, magbayu, mo-lobuʔo",3
pound,POUND,2,0,p,b,"onset, CVC","kam_sui tap; western_mp bayu, bi'yoʔ, balbag, bayhon, bayoen",2
pound,POUND,2,0,ch/s/ś,sy,onset,"tai chɔk, swa:u; formosan syaiboʔo, syaɭiboo",2
pound,POUND,2,0,n,n,coda or medial (rare),"kam_sui nâp, formosan insung, maʈinapan",1
red,RED,2,0,d/ɗ,d/r/l,"onset, initial CVC/CCVC roots","TK: ʔdeŋ, ɗɪŋ, dɛŋ, la:n, lɛŋ; AN: dirərəl, d.a.d.a.r.a.ʔ, puláʔ, marari",3
red,RED,2,0,ŋ,ŋ/n,coda or post-vocalic nasal,"TK: deŋ, lɛŋ, hoŋ, tɔŋ, xa:ŋ; AN: kahŋaŋ, ŋaŋilæhan, hendɛŋ, makakan",4
red,RED,2,0,l,l/r,onset/medial (esp. before sonorant/nasal),"TK: la:n, lha:n, lu:n; AN: puláʔ, nalibaga, dirərəl, marari",3
red,RED,2,0,h,h,"onset, especially in serial or alternate variants","TK: ha:n, hoŋ, haːn; AN: huloʔ, hendɛŋ",2
red,RED,2,0,p,p/f,"onset (less frequent, alternate roots)","TK: pu53_thjɔ53, pja.⁴²; AN: puya, puláʔ, furo, fulɨʔ",2
right,RIGHT,2,0,kw-/khw-,w-,syllable onset (CVC skeleton),"TK: kwa²³¹, khwa:, khwaa; AN: wawan, wanan, waɾaku",4
right,RIGHT,2,0,p-/ph-,t-,syllable onset,"TK: pa.³_xa.¹, phai_ten; AN: tu-o, tóo, toʔo",3
right,RIGHT,2,0,-ŋ,-n,syllable coda/final nasal,"TK: pa:ŋ, beŋ; AN: wanan, kanan, vanan",3
right,RIGHT,2,0,fa-/wa-,va-/wa-,syllable onset,"TK: fa.¹, wa.³⁵; AN: vanan, wawan, waɾaku",3
right,RIGHT,2,0,m-,m-,syllable onset (less common),"TK: maŋ, mjan; AN: moya",2
root,ROOT,2,0,l,l,"onset (CVC, CV:C)","TK: lak, la:k, l̪aak, laːk; AN: lamit, lamot, la'mut",5
root,ROOT,2,0,k,k,"coda/medial (CVC, CVCV)","TK: lak, la:k, kɔk; AN: f.a.k.a, p.a.r.a.k.a, faka",3
root,ROOT,2,0,ŋ,m,coda (CVŋ ~ CVm),"TK: haːŋ, ha:ŋ, saŋ; AN: amut, hamuʔ, gamil",2
root,ROOT,2,0,h,h,onset,"TK: ha:k, haːŋ; AN: hohás, hamuʔ",3
root,ROOT,2,0,a,a,vowel nucleus,"TK: la:k, ha:k, kan, saŋ; AN: lamut, gamil, lamit, faka, ramisi",5
root,ROOT,2,0,s,s,onset/coda,"TK: saŋ, sa:ŋ, ɕi44; AN: bossor, ramísi, rarĕs",2
root,ROOT,2,0,r,r,onset,"TK: ɹaːk, râak, ri:u1, rip8; AN: ramísi, rarĕs",2
rope,ROPE,2,0,l,l,onset,"TK: laːm, la:k, laːk; AN: laetse, lúbid, loˈbid, tali",4
rope,ROPE,2,0,aː,a,nucleus (first syllable),"TK: laːk, laːm, tɕaːk; AN: tali, talísi",3
rope,ROPE,2,0,k (coda),d/t,syllable coda,"TK: la:k, laːk, ca:k; AN: lúbid, talid, sulók",2
rope,ROPE,2,0,tɕ/c/s onset,t/s onset,onset (CVC skeleton),"TK: ca:k, cək, tɕaːk, ɕaːk, saːk; AN: tesi, taisi, t(a)lisi, sa'ís",3
rope,ROPE,2,0,a (nucleus),i (nucleus),second syllable nucleus,"TK: laːk, ca:k, tɕaːk; AN: tesi, tali, t(a)lisi",2
rotten,ROTTEN,2,0,n/l,l/r,onset,"TK lau, lu, la:n, ran, nau, na:w; AN lubok, lozitra, runot, lubók, ruw, ru...",3
rotten,ROTTEN,2,0,n,n,onset,"TK nau, na:w, nɐu, nâo, nau³¹; AN namɨuʔ, naboyok, nabwel, nabadyu, nahtaʔ, ndaán",3
rotten,ROTTEN,2,0,u/o/aʊ,u/o,nucleus (vowel),"TK lau, lu, nau, nɐu; AN lubok, pulu, ru, runot, podoot, bu, tubaŋəʔ",4
rotten,ROTTEN,2,0,ŋ,ŋ,coda,"TK δuŋ, ɣuŋ, zuŋ, joŋ, jɔŋ; AN kaŋkoŋ, tubaŋəʔ",2
rotten,ROTTEN,2,0,d/ɗ/δ/ɣ/z,d/ð/l/b,onset stop/fricative/affricate,"TK duk, ɗok, δuŋ, ɣuŋ, zuŋ; AN dunot, du..., də..., deɾɔwu, bu..., βu..., pulu",2
salt,SALT,2,0,k,k,onset (CVC skeleton),"TK: kə:, kɔʔ, kju, klɨ:a; AN: kasin, kasín, kínu (cikV/cimu in Formosan)",4
salt,SALT,2,0,c,s,onset (singleton),"TK: cuʔ, cjuʔ, cua; AN: asin, asín, siŋ, simuton, sigɨm",3
salt,SALT,2,0,kl,k,cluster onset vs. simplex,"TK: klɨ:a, klu, klʉa; AN: kasin, kasín (initial k)",2
salt,SALT,2,0,du/ⁿdu/dwa,timu/timo,"C-initial, labial vowel/glide","TK: ʔdua, ʔdwa, ⁿdwa, ⁿduə; AN: tímus, timoʔ, simuton",2
salt,SALT,2,0,ń,n/ni,onset/nasal,"TK: ńəu, ńćau, ńa:u; AN: maaíni, ni in asin, kasin",2
scratch,SCRATCH,2,0,k,k,"onset (CVC, CVVC, clusters, and full roots)","TK: koi, kwaːi, kao, kɐu; AN: katɨl, kurit-, kamas, k.o.i, kumamot, kɔlus",5
scratch,SCRATCH,2,0,w,w,"medial/glide (following k, or Cw pattern)","TK: kwaːi, ŋwa, ŋwaːi; AN: kəmáwah, qaʀaw, macagao",3
scratch,SCRATCH,2,0,ŋ,ŋ/g,onset (nasal or voiced stops),"TK: ŋwa, ŋwaːi; AN: guŋkuíʔ, gumats, gog-oen, gi'tɨl",2
scratch,SCRATCH,2,0,t,t/-t/-d,coda or root final (often as -t/-d/-l),"TK: juat, tsut, koi, kɐu; AN: katɨl, kurit-, makatɨh, kadkadən, makkukkúd",4
scratch,SCRATCH,2,0,aːu~au,ao~aw,main vowel nucleus in CVC/CVVC for root,"TK: ŋwa, kao, kɐu; AN: macagao, qaʀaw",2
sea,SEA,2,0,h,h,onset,"TK: ha:i, hoːi, haːi; AN: hawa, hawaʔ, hawu",4
sea,SEA,2,0,ha,ba,syllable onset,"TK: ha:i, haːi; AN: bay, baybay, báyu, báybay (b/h alternation noted in some Austronesian)",3
sea,SEA,2,0,l,l,onset or medial,"TK: la:ŋ, lam, le:, la:i; AN: lau, lavo, lavək, liyar",3
sea,SEA,2,0,ai~ei,ay,nucleus,"TK: ha:i, hai, la:i; AN: baybay, bay",2
sea,SEA,2,0,ŋ,n,coda,"TK: mo.⁴²_ŋ.⁴², la:ŋ; AN: masĕn, mɔhin",2
sea,SEA,2,0,th/t,t/d,onset,"TK: tha.¹-le:, t̪ha_l̪ee; AN: dagat, dáːgat, d.i.l.i.ʔ, taaw, ta:wo",2
seven,SEVEN,2,0,t͡s/ɕ/s/š/c/tɕ,p/f,onset,"TK: sɐt, ɕɐt, tɕɜt, tsɐt, sɜt; AN: pitu, pittu, fito, fitu",3
seven,SEVEN,2,0,"VC (mostly -at, -et, -it, -ɛt, -ɐt, -ɜt, -ət)","itu, ito, ituʔ, itoʔ",rime,"TK: cat, cet, ɕit, sɐt; AN: pito, pitu, pitó', ito, itu",3
seven,SEVEN,2,0,-t (coda),-tu/-to (syllabic ending),coda vs. open CV ending,"TK: cet, sɐt, tɕit; AN: pitu, pito, pitú, pittu",3
seven,SEVEN,2,0,"h/th (minority, C1)",Ø,initial,"TK: hət, thət, thou; AN: pitu, fitu (no h/th in AN forms)",2
sew,SEW,2,0,n-/ȵ-/ń-,t-/d- (and ts-/ʈ-/ṭ-),onset,"TK nip/ńip/ȵep (Tai, Kra, Kam-Sui, Hlai) vs. AN tahi, ta(ʔ)is, daʔit, ts-m-aqis, ʈəmaʔi (Western MP, Formosan)",2
sew,SEW,2,0,-ip/-ep,-it/-is/-is,rime/coda,"TK nip, jep, ńep, ćip (Tai, Kam-Sui, Hlai) vs. AN daʔit, caʔit, tahi, taqis, (Formosan, W.MP)",4
sew,SEW,2,0,j-/ɲ-/ȵ-,s-/ts-/sh-,onset (possibly palatalization-coronal match),"TK jap/jep/jɛp/ȵep/yep (Tai) vs. AN sh-m-aqish, ts-m-aqis, sais, smais (Formosan)",3
sew,SEW,2,0,fa(ː)ŋ/foːŋ,bet/get (labial stop + coronal),CVC skeleton,"TK faŋ, foːŋ (Kam-Sui, Tai) vs. AN bet, get, ʔu'gut (W.MP)",2
sew,SEW,2,0,che/cha,ca- (onset c-),onset,"TK che, cha (Kam-Sui) vs. AN caʔit, cəmaqis (W.MP, Formosan)",2
short,SHORT,2,0,t,t,"onset, CVC skeleton","TK: tin³⁴, tɜn³³, tan.³, t̪am; AN: tiku, tik, putul, tuŋ, antikey, aptek",4
short,SHORT,2,0,n,n,"coda/final, medial","TK: tan, tin, ndin, san; AN: nanʉhtʉ, anyid, tanam, aynyed",3
short,SHORT,2,0,l,l,onset/medial,"TK: lən.⁴, lɔt.⁹; AN: lebu, llebu, liketi, lilinnak",3
short,SHORT,2,0,p,p,"onset, CVC skeleton","TK: pɔ:t, pɔt.¹; AN: putul, paʔ, aptek, afofa",2
short,SHORT,2,0,s,k/s/q,"onset, possibly lenited or via affrication","TK: san, sên; AN: sik, ayked, qiqiú, qof",2
sit,SIT,2,0,n/l/ŋ (onset/root+C),ŋ (coda)/-ng,CVC(C) with final nasal,"TK: naŋ, laŋ, năŋ, lakkia_biao niŋ.⁵, hlai tsɔŋ3, coŋ.³; AN: maiang, guráng, totoláŋ, iŋkod",4
sit,SIT,2,0,ts/t/s (onset),t/tʔ (onset),initial position,"TK: tsɔŋ3, tsoŋ3, tsuŋ3, sui.⁵³, tui.⁶; AN: tuaparo, tuʔo, tuku-, tluuŋ, t'ɔbɔ",3
sit,SIT,2,0,ui/oi (nucleus/diphthong),u/o (nucleus),vowel/diphthong,"TK: hui⁶, sui.⁵³, tui.⁶, lui⁵, zu:i.⁶; AN: tuku-, tuluuŋ, to(C)–, tuaparo, toboke",3
sit,SIT,2,0,ŋ (coda),ŋ (coda),coda,"TK: naŋ, laŋ, tsɔŋ3, tsoŋ3, coŋ.³; AN: maiang, guráng, totoláŋ, tluuŋ",5
six,SIX,2,0,l-/h-/ɣ-/ʝ-/z-/ð-,ʔ-/ø-,onset,"TK: lɔk, hok, ɣɔk, jɔk, zok, ʝɔk, ðɔk; AN: ʔanum, anəm, unum, unom",4
six,SIX,2,0,-ok/-ɔk,-om/-um/-əm,nucleus + coda,"TK: lɔk, hok, lok, ɣɔk, jɔk, zok; AN: anum, anəm, unum, enem",4
six,SIX,2,0,m/n (in KRA),n/m (prefinal/consonantal),CVC structure (Kra forms),"TK: mjaŋ, nam, ńaŋ; AN: anəm, nomu, enim, anum",3
skin,SKIN,2,0,pa-/pui-/pai-/pei-,pa-/ba-/βa-,"onset, full word","TK: pai², pui.²¹², pei.²; AN: paːnit, balat, bɨlat, βaŋəʃ",4
skin,SKIN,2,0,naŋ-/nɐŋ-/nuaŋ-/nɔ:ŋ-/năŋ-,lang-/lund-/kul-/kol-,"CVC(C) skeleton, onset+nucleus","TK: n̪aŋ, naŋ⁵⁴ʔ, năŋ323, nɐŋ⁵⁴ʔ, nuaŋ1, nɔ:ŋ4; AN: langgit, lundis, kulit, kolit",3
skin,SKIN,2,0,-ŋ (coda),-ŋ/-n (coda),word-final coda,"TK: laŋ.¹, n̪aŋ, naŋ²⁴; AN: kulaluŋ, baŋəs, yabun",3
skin,SKIN,2,0,ka-/qa-,ka-/qa-/ku-,onset,"TK: ka33, ka.⁴², qa.⁰; AN: kahuŋ, kulit, qaɬic, kulaluŋ",3
sleep,SLEEP,2,0,nVn,nan,whole form,"TK: nan (kam_sui, tai), AN: nan (shwng)",5
sleep,SLEEP,2,0,nɔn; non; nɯn,menek; mainə́p,"nasal-initial, high central vowel nucleus, nasal coda","TK: non, nɔn, nɯn (tai); AN: menek, mainə́p (shwng, formosan)",3
sleep,SLEEP,2,0,n- (onset),m- (onset),"onset, especially with nasal codas","TK: nun, nɔn; AN: menek, miip, mara (formosan/shwng)",2
sleep,SLEEP,2,0,lap (coda),lep; inep; lipe,coda/palatal-labial closure,"TK: lap (tai), AN: inep (formosan), lipezeŋ (wmp)",2
sleep,SLEEP,2,0,ts-; t- (onset hlai),t- (onset wmp),onset,"TK: tsɔn, tu:n, tson (hlai); AN: tulog, tuyog, tujug, turóg (wmp)",3
sleep,SLEEP,2,0,"u/o (vowel nucleus, hlai/tai)","u/o (vowel nucleus, wmp)",nucleus of CVC syllable in 'sleep'-type roots,"TK: tu:n, tso:n, nɔn (hlai, tai); AN: tulog, turóg, tuyog (wmp)",3
small,SMALL,2,0,n,t/d,onset (CVC roots),"TK: nai, niŋ, nɔi, nai, ʔni; AN: tikcaa, təkí'aʔ, dik, itek, deʔisek",2
small,SMALL,2,0,k,k/q,coda (CVC roots),"TK: nak, l̪ek, lek, tɔk, tik; AN: tik, itek, latíq, bitsiq",3
small,SMALL,2,0,t,t,onset (CVC roots),"TK: tɛn, tja, tɔk, tik; AN: tikcaa, təkí'aʔ, takiyuc, itek",4
small,SMALL,2,0,s/θ,s,onset,"TK: sai, sɐi, θai, θɜi; AN: pipis, maisot, bissáng, pusirit",2
small,SMALL,2,0,ȵ,n,onset (palatal/nasal initial),"TK: ȵɘi, ȵɐi, ȵɛ̈i; AN: maini, ban'ʔit",1
small,SMALL,2,0,l,l,onset (CVC roots),"TK: lek, lék, łai; AN: bilak, kely, malatiq",2
small,SMALL,2,0,ai,i,nucleus/vowel,"TK: nai, sai, θai, łai; AN: itek, kely, pipis, maliit",2
smellperceive,SMELL (PERCEIVE),2,0,m,m,onset,"TK: me.¹³, mau.⁴², mʊp⁴⁴, dom.¹; AN: marisauvu, mokobou, mahamot",5
smellperceive,SMELL (PERCEIVE),2,0,n,n,onset,"TK: nən.⁴, nom.³, ȵou⁵⁵, ȵɔu³³; AN: nasĕm, sanek, sakanúx",4
smellperceive,SMELL (PERCEIVE),2,0,l,l,onset or coda,"TK: lom.⁶, lɔm.¹; AN: daʔlun, sakanúx, haŋutɨn",3
smellperceive,SMELL (PERCEIVE),2,0,ŋ,ŋ,onset,"TK: ŋhjut.⁷; AN: vaŋsís, haŋutɨn, angob, toŋut",4
smellperceive,SMELL (PERCEIVE),2,0,s,s,onset,"TK: sɨp.⁸, sɛu.¹, śup.⁷; AN: sazəkən, sakanúx, sɨ'ʔɨp, sanek, smkənux",5
smellperceive,SMELL (PERCEIVE),2,0,au/ɐu/ɔu,au/au/aw,vowel nucleus/mid diphthong,"TK: mau.⁴², ȵou⁵⁵, ɲɐu⁴⁵, ȵɔu³³; AN: sumauk, marisauvu, smkənux, ebáw",3
smellperceive,SMELL (PERCEIVE),2,0,d,d,onset,"TK: dom.¹, dâayklìn, ʔdum.¹, ʔdʊm⁴²; AN: daêp, daʔlun, ngadog",3
smokeexhaust,SMOKE (EXHAUST),2,0,wan/van,as-; us-; (h)us-,onset and nucleus (CVC skeleton),"TK: wan.², ʋɐn²³¹, wɐn²³¹, van.²; AN: asu, aso, úsok, husʔul, husok",3
smokeexhaust,SMOKE (EXHAUST),2,0,kw/kʰw,qu-/ku-,onset cluster,"TK: kwan.¹, kwɐn, kʰuan; AN: qumbu, qucʔul, quluŋún",2
smokeexhaust,SMOKE (EXHAUST),2,0,hɔn/xɔn,hon/han/hu-,onset and nucleus; CVn/CV,"TK: hɔn²³², xɔn², khwan; AN: hetona, husʔul, hiluq",2
smokeexhaust,SMOKE (EXHAUST),2,0,zaj/zăj,as-/es-,onset and vowel,"TK: zaj33, zăj31; AN: asu, aso, asû",2
snake,SNAKE,2,0,ŋ,u(l),word-initial onset or onset+vowel,"TK: ŋuu, ŋou, +ŋu²¹³, ŋɨa; AN: ulay, ʔulud, urog, uláy, ʔuleg",4
snake,SNAKE,2,0,u,u,nucleus/vowel,"TK: ŋuu, ŋou, +ŋu²¹³; AN: ulay, ʔulud, urog, uláy, ʔuleg, ubíŋan",5
snake,SNAKE,2,0,s,s/z/l,onset,"TK: sui, hui²; AN: lisu, zisu, soɭao, ʃiβaLiʔ",2
snake,SNAKE,2,0,t/d,d/l,"onset, onset cluster alternation","TK: tui, taːŋ, ta:ŋ.⁶; AN: ulad, ʔulad, uláy, ʔuleg",2
snake,SNAKE,2,0,ŋ,n/ŋ,coda/nasal rhyme,"TK: taːŋ, ma.⁴²_ŋkəu.³¹, ŋjĩe.²; AN: uláy(n), uneg, ubíŋan",2
spider,SPIDER,2,0,ka(u/w),la(w)a,onset + main vowel,"TK: ka:u, ka:w, kwa:u, kjaːu, klaːu / AN: lawaʔ, lalawaq, lawà, laláwa, kalalawaʔ",4
spider,SPIDER,2,0,ŋ,ŋ,coda/final nasal,"TK: kuŋ, moŋ, ɣoŋ, loɐŋ / AN: kaluaŋkaŋ, falalutuŋ",4
spider,SPIDER,2,0,k,k,onset/start of CVCV root,"TK: ka:, koŋ, kuŋ / AN: katu, kakatu, kaluaŋkaŋ, k.a.l.a.w̃.a",4
spider,SPIDER,2,0,c/ɕ/j,k/g,"onset, especially in palatal clusters or with front vowels","TK: cjaːu, cɕaːu, kjaːu / AN: kakatu, kamangkamang, gagamba",2
spider,SPIDER,2,0,m,m,nasal in CVCV reduplicants,"TK: məm, mum, maeaeŋmum / AN: kamangkamang, kalmamɔq, kahimboboʔ",2
spider,SPIDER,2,0,pa~ma~ba,ba~pa,"lexical root, possibly nursery/reduplicant roots","TK: pa:ŋ, ma:ŋ / AN: bakaka, bapopaŋ, gagamba",1
spit,SPIT,2,0,l,l,onset and medial,"TK: la:i, nam_la:i, lam_la:i, hlai łoi; AN: laβay, loˈdaʔ, dula, lurâ, djilai",4
spit,SPIT,2,0,a:i,ai/ay,nucleus/coda,"TK: la:i, lam_la:i, nom_ło:i; AN: djilai, laβay, puaŋaai",3
spit,SPIT,2,0,n,n/d,onset (first element and prefix/root),"TK: nam_la:i, na:m_la:i, nan, nom; AN: dula, duplâ, dura, taẓunaʔ",3
spit,SPIT,2,0,pj/pjɔ,dj,onset cluster/simple onset,"TK: pjo, pjɔ; AN: djilai",2
spit,SPIT,2,0,m,m,onset,"TK: mja:i, muk, mom; AN: mallusab, momúe, matnipah",2
split,SPLIT,2,0,ph-,b-,onset,"TK: pha:, pha.⁵, phu.; AN: baká, bakká, bawukɔ, busak, biak, ba(k)-",4
split,SPLIT,2,0,pa-,ba-/pa-,onset,"TK: pa:k, pha:, pa:k.⁸; AN: baká, bakká, ba-, baka-en, busak, biak, paka-, baká",4
split,SPLIT,2,0,-k,-k,coda,"TK: pa:k, cak, tɛ:k; AN: baká, bakká, busak, biak, kapau",5
split,SPLIT,2,0,bu-,bu-,onset,"TK: bu:ŋ; AN: busak, mogbolong",2
split,SPLIT,2,0,kh/k-,k-,onset,"TK: khwa, khai, cak; AN: kapau, kaba-, kab-",3
squeeze,SQUEEZE,2,0,nVn / ȵVn,nVn / mVm / manan,CVC skeleton,"TK: nɛn, ȵɛn, nɐn, ȵɐn; AN: banan, manan-daitsy, beniniq",3
squeeze,SQUEEZE,2,0,b/p- (onset),p/b- (onset),onset-initial,"TK: bip, bit, pan; AN: puga, pitos, banan",3
squeeze,SQUEEZE,2,0,mV(C),mV(C),initial nasal,"TK: mip, mi:t, mi:p; AN: mamiaky, magpuga, mo-mitodu, mipositra, mam-",4
